time,aX,aY,aZ
1083.1,-900.39,-109.86,-388.67
1083.2,-924.8,-6.35,-120.61
1083.3,-1006.84,-54.2,-179.69
1083.4,-950.2,-62.5,-241.21
1083.5,-920.9,-111.33,-340.82
1083.6,-962.89,-67.87,-306.64
1083.7,-1009.28,-83.98,-245.12
1083.8,-1031.25,54.69,-157.71
1083.9,-1030.76,1.95,-147.46
1084,-1001.95,8.3,-169.92
1084.1,-996.58,14.16,-96.68
1084.2,-977.05,38.09,-222.66
1084.3,-1024.41,37.11,-212.89
1084.4,-1030.27,-10.25,-224.61
1084.5,-1015.14,-27.83,-132.32
1084.6,-986.82,6.84,-192.87
1084.7,-965.33,8.3,-202.64
1084.8,-945.8,36.13,-311.52
1084.9,-987.3,44.43,-157.23
1085,-973.63,71.29,-57.62
1085.1,-968.26,54.69,-167.48
1085.2,-1006.35,-9.28,-140.63
1085.3,-1021.97,18.07,-160.16
1085.4,-1019.04,13.67,-90.33
1085.5,-983.89,-34.18,-222.17
1085.6,-989.75,-9.77,-203.13
1085.7,-960.94,-36.13,-165.04
1085.8,-924.8,-51.27,-252.44
1085.9,-934.57,7.32,-382.81
1086,-1110.84,-24.9,-434.57
1086.1,-1166.02,-59.57,-262.7
1086.2,-1179.2,39.06,-224.61
1086.3,-1068.85,-20.02,-306.64
1086.4,-836.43,-80.57,-321.29
1086.5,-939.45,4.39,-285.16
1086.6,-737.3,-124.51,41.02
1086.7,-759.77,-149.41,-210.45
1086.8,-856.45,-36.62,-246.58
1086.9,-889.65,-51.76,-350.59
1087,-1000.98,74.71,-456.54
1087.1,-1005.37,34.67,-520.02
1087.2,-1032.23,74.71,-432.62
1087.3,-901.86,-143.55,-382.32
1087.4,-919.43,40.04,-210.45
1087.5,-899.41,-29.3,-129.39
1087.6,-873.05,-88.87,-342.29
1087.7,-1027.34,-7.81,-464.36
1087.8,-973.63,-92.77,-392.09
1087.9,-954.59,-233.4,-617.68
1088,-944.34,-104.49,-482.91
1088.1,-1130.86,-86.43,-333.5
1088.2,-1103.03,-148.93,-256.84
1088.3,-898.93,-27.34,-315.92
1088.4,-709.96,63.48,-483.89
1088.5,-729.98,13.18,-742.19
1088.6,-1281.74,-94.73,221.68
1088.7,180.66,2057.62,2415.04
1088.8,-971.68,68.36,-427.73
1088.9,-905.27,290.53,-753.91
1089,-820.31,-96.19,-252.93
1089.1,-739.75,53.71,-238.77
1089.2,-1088.87,-103.03,-481.45
1089.3,-1133.3,-25.88,-582.03
1089.4,-961.91,-90.82,-276.86
1089.5,-642.09,400.88,-816.89
1089.6,-892.58,203.13,-741.7
1089.7,-780.76,90.33,-3.42
1089.8,-757.81,-48.34,-367.19
1089.9,-916.5,59.08,-714.84
1090,-946.29,-20.51,-341.8
1090.1,-1023.93,-240.72,-163.57
1090.2,-1007.32,-38.09,-736.33
1090.3,-711.43,25.88,-199.22
1090.4,-875.49,255.86,-326.66
1090.5,-953.61,-71.78,-926.27
1090.6,-955.57,26.86,-431.15
1090.7,-992.68,-54.69,-398.93
1090.8,-1043.95,-23.44,-592.77
1090.9,-771.48,-143.55,-1008.3
1091,-768.07,61.52,-410.64
1091.1,-789.55,-65.92,-841.8
1091.2,-857.42,-490.23,817.87
1091.3,-889.65,-49.8,-866.21
1091.4,-770.51,14.65,-220.7
1091.5,-998.54,-80.08,-379.39
1091.6,-935.06,-59.08,-271
1091.7,-794.43,44.92,-358.89
1091.8,-915.53,-28.32,-605.47
1091.9,-719.24,-138.67,-255.86
1092,-1115.72,67.38,-103.52
1092.2,-572.75,-80.08,911.62
1092.3,-877.44,-21.97,-550.29
1092.4,-948.73,-375.98,-1181.15
1092.5,-1082.03,-110.35,299.8
1092.6,-771.48,-76.66,80.08
1092.7,-1024.9,-18.55,-350.59
1092.8,-1013.67,-21.48,-503.42
1092.9,-940.92,-212.4,-560.06
1093.1,-903.32,29.3,20.51
1093.2,-1080.08,83.5,-501.46
1093.3,-910.64,60.06,92.77
1093.4,-920.9,-93.75,-205.57
1093.5,-890.63,-63.48,-242.19
1093.6,-994.63,-65.43,-324.22
1093.7,-936.04,-61.04,-268.55
1093.8,-1011.23,39.55,-191.89
1093.9,-1058.59,-21,-465.82
1094,-1060.55,-96.19,-618.65
1094.1,-987.3,-16.6,-332.03
1094.2,-1044.43,-34.18,-354
1094.3,-957.03,19.04,-317.38
1094.4,-867.68,-2.44,-412.6
1094.5,-789.55,76.66,-401.37
1094.6,-857.91,0.49,-409.67
1094.7,-873.05,-67.38,-496.58
1094.8,-844.24,-6.84,-417.48
1094.9,-907.71,57.62,-382.32
1095,-961.43,13.67,-539.06
1095.1,-1001.46,46.88,-550.78
1095.2,-1105.47,101.07,-551.27
1095.4,-854,-0.49,-627.93
1095.5,-832.52,1.46,-483.89
1095.6,-771,46.39,-285.16
1095.8,-910.64,128.42,-499.02
1095.9,-708.98,-79.1,-752.93
1096,-701.17,-42.48,-487.3
1096.1,-697.75,29.3,-427.25
1096.2,-885.74,95.7,-426.76
1096.3,-902.83,12.7,-748.54
1096.4,-950.68,-53.22,-639.16
1096.5,-904.3,-225.1,-1023.44
1096.6,-900.88,5.37,-339.36
1096.7,-706.54,-61.52,-481.93
1096.8,-737.3,-0.98,-155.27
1096.9,-613.28,-15.63,15.63
1097,-879.88,-253.42,-633.79
1097.1,-773.93,-268.55,-748.54
1097.2,-935.06,43.46,-732.91
1097.3,-757.81,-106.93,-648.44
1097.4,-909.18,-140.14,-740.23
1097.5,-741.7,17.09,-399.41
1097.6,-754.88,-82.03,-289.06
1097.7,-872.07,-250.98,-591.8
1097.8,-935.55,-135.74,-833.98
1097.9,-985.35,-75.2,-260.25
1098,-1073.24,50.78,-92.29
1098.1,-937.99,-100.59,-337.4
1098.2,-881.35,-1084.96,1462.4
1098.3,-892.09,-92.77,-485.84
1098.4,-939.45,-215.33,-613.77
1098.5,-1028.81,-81.54,-538.57
1098.6,-1066.89,-35.64,-352.54
1098.7,-973.14,-47.85,-525.39
1098.8,-996.58,-83.5,-387.7
1098.9,-1021.97,-807.13,-272.46
1099,-959.96,8.3,-900.88
1099.1,-909.67,160.16,-444.34
1099.2,-877.44,114.75,264.16
1099.3,-777.34,149.9,408.2
1099.4,-804.2,-147.95,-696.29
1099.5,-858.4,-166.5,-926.27
1099.6,-741.7,48.83,-733.4
1099.7,-894.53,-36.62,-358.4
1099.8,-882.32,179.2,-133.3
1099.9,-779.79,-179.69,-595.21
1100,-746.58,-99.61,-561.52
1100.1,-851.56,-110.35,-177.73
1100.2,-998.54,-164.06,-414.55
1100.3,-1020.51,-104,-322.27
1100.4,-978.52,-149.9,-451.66
1100.5,-944.82,-227.05,-704.1
1100.6,-832.52,-115.72,-620.61
1100.7,-728.03,-182.13,-334.47
1100.8,-809.57,-235.35,-507.81
1100.9,-960.45,-225.59,-839.84
1101,-812.5,-106.93,-374.51
1101.1,-771.97,-129.39,-504.88
1101.2,-802.73,-124.02,-677.73
1101.3,-856.45,-146.97,-460.45
1101.4,-907.23,-110.84,-381.35
1101.5,-878.42,-66.41,-352.05
1101.6,-818.85,-34.18,-545.41
1101.7,-858.4,-18.07,-565.43
1101.8,-879.88,2.93,-508.79
1101.9,-1043.46,22.46,-645.02
1102,-986.82,48.34,-653.32
1102.1,-822.27,-44.92,-274.41
1102.2,-653.32,-32.71,-442.87
1102.3,-687.5,-37.6,-487.79
1102.4,-754.39,83.5,-459.96
1102.5,-687.99,-75.68,-224.61
1102.6,-681.64,-4.39,-554.2
1102.7,-677.25,121.58,-530.27
1102.8,-682.62,147.46,59.57
1102.9,-840.82,-116.7,-541.99
1103,-736.82,-14.65,-341.8
1103.1,-722.17,20.51,-204.59
1103.2,-892.58,-122.56,58.11
1103.3,-888.67,59.08,-502.44
1103.4,-928.22,118.16,-151.86
1103.5,-1075.68,77.15,-498.05
1103.6,-967.77,189.94,-258.3
1103.7,-919.43,70.31,-226.07
1103.8,-885.74,42.97,-108.4
1103.9,-1110.84,39.55,-307.13
1104,-1205.08,22.95,-445.31
1104.1,-1027.83,-25.88,-185.55
1104.2,-981.45,-21,-207.52
1104.3,-944.82,23.93,-286.13
1104.4,-833.01,-93.26,-188.48
1104.5,-931.64,-70.31,-561.04
1104.6,-852.05,-170.9,-375.98
1104.7,-787.6,-102.54,-319.34
1104.8,-844.24,-144.53,-663.57
1104.9,-1057.13,16.6,-566.89
1105,-979.98,-119.63,-387.7
1105.1,-931.15,69.82,-384.28
1105.2,-759.77,53.22,-341.8
1105.3,-861.82,-49.32,-697.75
1105.4,-830.57,-2.44,-613.28
1105.5,-945.31,-11.23,-472.66
1105.6,-914.06,-168.95,-542.97
1105.7,-868.65,32.71,-480.47
1105.8,-885.25,36.62,-543.95
1105.9,-872.07,-15.63,-535.64
1106,-1065.43,52.73,-821.78
1106.2,-884.77,-25.88,-598.14
1106.3,-651.86,150.39,-813.48
1106.4,-708.5,-22.95,-87.4
1106.5,-677.25,-218.75,-253.42
1106.6,-832.52,-78.13,-472.17
1106.7,-1105.47,-135.25,-520.51
1106.8,-1128.91,21.48,-717.29
1106.9,-903.81,-76.66,-553.71
1107,-750.98,-396,-462.4
1107.1,-883.3,-62.99,26.37
1107.2,-1169.92,43.46,-259.77
1107.3,-1180.18,76.66,-489.75
1107.4,-1130.37,-17.58,-235.84
1107.5,-800.29,40.04,-313.96
1107.6,-863.77,-141.6,-438.96
1107.7,-700.68,-41.99,-293.46
1107.8,-1142.58,104.98,-1087.89
1107.9,-1183.11,7.32,-896.97
1108,-854.49,-45.9,-168.46
1108.1,-964.84,-174.8,-605.47
1108.2,-990.72,-50.78,-175.29
1108.3,-925.78,-91.8,11.23
1108.4,-1016.6,-169.92,-146.48
1108.5,-1143.55,-146.48,-319.82
1108.6,-1061.04,-133.79,-586.91
1108.7,-766.6,-54.2,-496.58
1108.8,-903.32,-301.27,-666.99
1108.9,-916.5,-95.21,-326.17
1109,-1137.7,-106.93,-394.53
1109.1,-982.91,-30.76,-228.52
1109.2,-989.75,-171.39,-417.48
1109.3,-1171.88,65.92,-77.15
1109.4,-1021.48,-57.62,-85.94
1109.5,-1001.95,-48.83,-118.65
1109.6,-955.08,-56.15,-160.64
1109.7,-896.97,-91.8,-191.89
1109.8,-974.12,-122.56,-212.89
1109.9,-1183.11,-15.63,-361.33
1110,-1233.89,-39.55,-162.11
1110.1,-1182.62,-83.01,-397.95
1110.2,-1033.2,34.18,-84.96
1110.3,-904.3,-54.69,-394.53
1110.4,-920.9,68.85,-443.36
1110.5,-803.71,65.43,-147.95
1110.6,-896.48,87.4,-34.67
1110.7,-864.75,162.6,-71.78
1110.8,-1012.21,48.34,-574.71
1110.9,-1126.46,152.34,-232.91
1111,-1123.54,80.08,-392.09
1111.1,-1055.18,20.51,-300.29
1111.2,-1181.64,10.74,-325.68
1111.3,-1048.83,-68.36,-313.48
1111.4,-995.61,-136.23,-674.32
1111.5,-932.62,-13.18,144.04
1111.6,-896.48,-106.45,-495.61
1111.7,-920.9,-190.92,-458.5
1111.8,-822.75,-195.8,-346.19
1111.9,-867.68,-81.54,-275.88
1112,-888.67,11.72,-376.46
1112.1,-966.31,23.44,-387.7
1112.2,-1017.09,77.64,-423.83
1112.3,-994.63,-79.1,-447.75
1112.4,-864.26,-109.38,-446.29
1112.5,-846.19,-40.53,-231.93
1112.6,-806.15,-54.69,-226.56
1112.7,-771.97,-152.34,-273.93
1112.8,-737.79,-139.16,-529.79
1112.9,-800.78,-64.45,-692.38
1113,-730.47,-88.38,38.57
1113.1,-762.7,-245.12,297.36
1113.2,-795.9,22.95,17.58
1113.3,-700.2,-25.88,-1275.88
1113.4,-691.89,-131.84,-394.04
1113.5,-926.76,-291.5,-65.92
1113.6,-899.9,192.38,1382.81
1113.7,-859.86,-202.64,-243.16
1113.8,-1051.27,-133.79,-915.04
1113.9,-908.69,-63.96,-837.89
1114.1,-766.11,-91.8,-750.49
1114.2,-847.17,-155.27,-557.13
1114.3,-845.21,-158.2,-502.93
1114.4,-973.14,-97.17,-707.03
1114.5,-1012.21,47.85,-278.81
1114.6,-955.08,-49.8,-523.93
1114.7,-952.15,-134.77,-533.69
1114.8,-764.16,-226.07,-458.5
1114.9,-1024.9,262.7,133.3
1115,-876.46,63.96,-52.25
1115.1,-1052.73,-41.5,-843.75
1115.2,-1016.11,10.25,-258.79
1115.3,-1053.71,5.86,-217.77
1115.4,-902.34,-28.32,-135.74
1115.5,-929.2,-164.55,-514.65
1115.6,-903.81,-170.41,-254.39
1115.7,-979,-160.64,-281.25
1115.8,-873.05,-229.49,-617.68
1115.9,-843.26,1.95,-391.11
1116,-762.7,-216.31,-610.84
1116.1,-799.32,-162.6,-398.44
1116.2,-790.04,-98.63,-501.95
1116.3,-773.93,-88.87,-545.41
1116.4,-796.39,-100.59,-657.71
1116.6,-785.16,-35.64,-438.48
1116.7,-823.73,-22.46,-391.11
1116.8,-893.07,-21,-415.53
1116.9,-895.51,-96.68,-511.23
1117,-929.69,-127.93,-463.38
1117.1,-882.81,-35.16,-266.11
1117.2,-801.27,-91.8,-432.62
1117.3,-754.88,-94.24,-502.44
1117.4,-704.59,-91.8,-387.21
1117.5,-793.46,-81.05,-47.85
1117.7,-862.3,-45.9,-70.31
1117.8,-916.02,-39.55,-232.42
1117.9,-845.7,-67.38,-57.62
1118,-722.66,-65.43,-258.79
1118.1,-710.94,-33.69,-301.27
1118.2,-864.26,-113.28,-516.11
1118.3,-1012.7,-24.41,-338.38
1118.4,-1045.41,147.95,146.97
1118.5,-1029.79,173.34,-21
1118.6,-1108.4,134.77,513.67
1118.7,-1100.1,255.37,-51.27
1118.8,-973.63,209.47,326.66
1118.9,-1057.13,-136.72,256.84
1119,-1158.2,-173.34,-521.48
1119.1,-1085.45,-30.76,120.12
1119.2,-754.88,-220.7,1472.66
1119.3,-813.48,314.45,1573.24
1119.4,-953.13,108.89,424.8
1119.5,-1014.65,-60.55,-102.05
1119.6,-1125,101.56,-66.89
1119.7,-876.46,358.4,1265.14
1119.8,-800.78,-145.02,158.2
1119.9,-978.52,345.21,-13.67
1120,-1007.81,157.23,203.13
1120.1,-1174.8,61.04,436.52
1120.2,-1240.23,276.86,432.62
1120.3,-1250,186.52,278.81
1120.4,-1033.69,54.2,338.87
1120.5,-820.8,159.67,252.93
1120.6,-839.36,215.33,125
1120.7,-997.56,110.35,147.46
1120.8,-1036.13,173.34,351.56
1120.9,-1125,79.59,339.36
1121,-1063.96,215.82,335.45
1121.1,-993.65,82.52,678.22
1121.2,-1002.93,3.91,293.95
1121.3,-1485.84,-927.73,-1743.65
1121.4,-733.4,-897.46,-747.07
1121.5,-917.97,-250.49,2052.25
1121.6,-1344.73,-71.29,697.75
1121.7,-1227.05,-301.76,483.89
1121.8,-1090.33,9.77,1291.02
1121.9,-742.19,-150.39,541.02
1122,-1026.37,-105.47,300.78
1122.1,-1105.96,-123.54,452.64
1122.2,-966.8,-207.52,-292.97
1122.3,-1028.81,74.22,1098.14
1122.4,-960.45,-105.47,326.17
1122.5,-919.92,-57.13,258.79
1122.6,-967.29,-81.54,-106.93
1122.7,-1016.11,-172.85,-112.79
1122.8,-1027.83,-25.88,151.86
1122.9,-978.03,3.42,274.9
1123,-980.96,-190.43,-141.6
1123.1,-1002.93,-199.71,-260.25
1123.2,-1024.9,-77.15,150.39
1123.3,-975.1,-144.53,-230.47
1123.4,-934.57,-99.61,100.59
1123.5,-998.54,-73.24,-287.6
1123.6,-986.82,-186.52,-470.21
1123.7,-1002.93,-72.27,-2.93
1123.8,-926.76,-24.9,-185.06
1123.9,-923.34,-115.23,-247.07
1124,-880.37,-122.07,-135.74
1124.1,-834.47,-34.18,-30.76
1124.2,-970.21,-14.16,-22.46
1124.3,-971.68,48.34,149.41
1124.4,-899.9,-5.86,-172.85
1124.5,-919.92,-107.42,-387.7
1124.6,-996.58,-123.05,-418.46
1124.7,-951.17,-221.68,-242.19
1124.8,-913.57,-94.24,-185.55
1124.9,-818.36,-355.47,-207.03
1125,-877.93,-242.68,-270.51
1125.1,-930.66,-327.64,-734.38
1125.2,-986.82,-358.89,-638.67
1125.3,-975.59,-274.41,-535.64
1125.4,-969.24,-192.87,-655.76
1125.5,-898.44,-102.54,94.73
1125.6,-894.04,-202.64,-646.97
1125.7,-1062.5,-66.41,-630.37
1125.8,-833.5,47.36,7.32
1125.9,-906.25,115.72,295.9
1126,-938.96,37.11,-197.75
1126.1,-975.1,-46.88,-296.39
1126.2,-938.96,-48.83,-149.41
1126.3,-897.95,-134.77,-212.89
1126.4,-864.75,-185.55,-385.25
1126.5,-970.7,-179.69,-537.6
1126.6,-1005.86,-204.1,-396.97
1126.7,-975.1,-196.78,-354.49
1126.8,-881.35,-119.14,-309.57
1126.9,-912.11,-132.81,-491.7
1127,-976.56,-118.65,-435.55
1127.1,-983.4,-201.66,-408.69
1127.2,-945.8,-125.49,-319.82
1127.3,-924.8,-117.68,-332.03
1127.4,-842.77,-117.68,-327.15
1127.5,-725.59,-68.85,-288.09
1127.6,-614.75,-17.58,-367.19
1127.7,-543.46,-12.21,-348.14
1127.8,-640.14,17.58,-238.77
1127.9,-790.04,-30.76,-337.89
1128,-914.55,16.6,-373.05
1128.2,-1108.89,28.32,-343.26
1128.3,-1204.59,39.06,-103.03
1128.4,-1039.06,-71.78,-189.45
1128.5,-1094.24,-9.77,-345.21
1128.6,-992.68,100.59,-210.94
1128.7,-1002.93,99.61,-708.5
1128.8,-1020.51,-39.55,40.04
1128.9,-979.98,-4.88,-230.96
1129,-980.96,120.12,-220.21
1129.1,-1102.05,58.11,-228.03
1129.2,-1101.07,75.68,-78.61
1129.3,-1067.87,-37.11,-514.16
1129.4,-1026.86,48.83,-311.52
1129.5,-955.08,112.79,-205.08
1129.6,-1054.2,13.18,-280.27
1129.7,-913.57,84.96,-152.34
1129.8,-863.28,-90.82,-438.96
1129.9,-1034.18,287.11,-8.79
1130,-862.79,83.98,-178.71
1130.1,-835.45,-101.56,-536.13
1130.2,-862.3,-70.31,-396
1130.3,-1058.59,-77.15,-592.77
1130.4,-1285.64,-237.79,-960.45
1130.5,-1059.57,-142.58,-878.91
1130.6,-1125,-437.01,-447.75
1130.7,-906.25,-227.54,-445.8
1130.8,-903.81,-273.44,-461.91
1130.9,-706.54,-228.52,-380.37
1131,-732.91,-90.82,-415.04
1131.1,-795.9,-33.2,-262.21
1131.3,-809.08,-198.24,-415.04
1131.4,-802.73,213.87,-595.7
1131.5,-1011.23,-77.64,-957.03
1131.6,-1030.27,-156.25,-559.08
1131.7,-1074.22,-73.24,-640.63
1131.8,-846.68,-45.41,-600.1
1131.9,-720.21,-45.9,-531.74
1132,-804.2,-73.73,-420.9
1132.1,-798.83,-85.94,-346.19
1132.2,-837.89,-3.91,-381.84
1132.3,-882.32,-90.33,-515.14
1132.4,-931.64,-12.7,-498.05
1132.5,-929.69,-43.46,-520.02
1132.6,-905.27,-77.64,-569.34
1132.7,-852.54,-196.78,-667.97
1132.8,-786.13,-87.89,-395.51
1132.9,-853.52,-151.37,-574.71
1133,-888.18,-31.74,-406.25
1133.1,-959.96,16.11,-514.65
1133.2,-943.85,-27.34,-572.27
1133.3,-966.8,-23.93,-744.63
1133.4,-1009.77,75.2,-394.53
1133.5,-833.01,28.32,-434.57
1133.6,-756.84,44.92,-534.67
1133.7,-777.34,90.82,-525.39
1133.8,-862.79,36.62,-517.58
1133.9,-908.2,118.65,-270.51
1134,-976.07,-14.65,-359.38
1134.1,-869.14,17.58,-384.28
1134.2,-850.1,-110.84,-548.83
1134.3,-890.14,-167.97,-305.18
1134.4,-975.1,-40.04,-640.14
1134.5,-937.5,28.32,-279.79
1134.6,-1209.96,-45.9,-1677.73
1134.7,-897.95,158.69,-356.45
1134.8,-894.04,132.81,-279.79
1134.9,-936.52,59.57,-407.71
1135,-964.84,83.5,-269.04
1135.1,-993.65,81.54,-413.09
1135.2,-866.7,-112.3,-538.57
1135.3,-889.65,-155.27,-987.79
1135.4,-943.36,50.29,-318.85
1135.5,-842.29,-145.51,-287.11
1135.6,-696.29,88.87,-205.08
1135.7,-761.72,-225.59,-1035.16
1135.8,-813.48,-115.23,-345.7
1135.9,-1015.63,-57.13,-392.58
1136,-1008.79,-194.82,-591.8
1136.1,-942.38,-216.31,-418.95
1136.2,-623.05,-62.5,-271
1136.3,-736.33,-56.64,-460.45
1136.4,-815.92,74.22,156.74
1136.5,-999.51,38.09,-70.31
1136.6,-766.6,-120.61,-790.53
1136.7,-1044.92,174.32,-295.41
1136.8,-976.07,29.3,-210.94
1136.9,-956.05,-185.06,-352.05
1137,-791.99,22.46,-12.21
1137.1,-906.25,-4.39,-1088.87
1137.2,-948.24,71.29,-147.95
1137.3,-843.75,-58.11,-228.52
1137.4,-787.6,253.91,371.58
1137.5,-1023.44,321.78,973.63
1137.6,-1087.89,-13.18,-253.42
1137.7,-1054.69,-221.19,-642.09
1137.8,-1108.89,-106.93,-391.6
1137.9,-1073.73,-136.23,234.86
1138,-849.61,-17.58,82.52
1138.1,-930.66,-77.64,-439.45
1138.2,-1046.88,-11.72,-376.46
1138.3,-1045.41,-7.81,10.25
1138.4,-1117.68,-90.82,-104.49
1138.5,-1016.11,-8.79,-175.78
1138.6,-1045.9,41.99,-198.24
1138.7,-1091.31,81.05,-224.61
1138.8,-1028.81,5.86,-107.42
1138.9,-1058.59,-15.63,-239.26
1139,-1115.23,11.23,-406.25
1139.1,-1110.84,-62.5,-322.75
1139.2,-1040.04,-125.49,-440.92
1139.3,-1208.98,-69.82,-762.21
1139.4,-1031.74,-69.34,-433.59
1139.5,-1058.59,-114.75,-532.23
1139.6,-884.77,47.36,-240.23
1139.7,-855.96,-18.07,-322.27
1139.8,-928.71,27.83,-424.8
1139.9,-1090.82,59.08,-343.75
1140,-1146.48,67.87,-494.14
1140.1,-987.3,82.03,-375.98
1140.2,-910.64,40.04,-470.7
1140.3,-880.86,32.71,-402.83
1140.4,-1003.91,49.32,-540.53
1140.5,-908.2,-9.77,-421.39
1140.6,-1164.06,-18.07,-979.49
1140.7,-797.85,21.48,-278.81
1140.8,-743.65,-54.69,-492.68
1140.9,-900.88,83.98,-455.57
1141,-850.59,91.31,-351.56
1141.1,-827.15,78.61,-361.33
1141.2,-859.38,15.14,-544.43
1141.3,-774.41,-62.99,-538.09
1141.4,-857.42,30.27,-397.95
1141.5,-972.17,2.44,-463.87
1141.6,-1006.84,2.44,-623.05
1141.7,-916.5,-108.4,-734.38
1141.8,-987.3,-80.08,113.28
1141.9,-1120.61,12.7,-573.73
1142,-983.89,-161.13,-599.12
1142.1,-1008.79,57.62,-308.59
1142.2,-733.4,125.49,-1479
1142.3,-859.86,153.81,-120.61
1142.4,-916.5,-362.79,582.03
1142.5,-824.22,-552.25,-726.56
1142.6,-971.68,-304.2,-320.31
1142.7,-901.37,-85.94,-237.79
1142.8,-918.95,-51.27,-349.12
1142.9,-715.82,-1.95,-254.39
1143,-869.14,128.91,-718.26
1143.1,-1030.27,-43.95,-917.48
1143.2,-1018.55,28.32,-283.2
1143.3,-858.89,-63.96,-315.43
1143.4,-854.98,-105.96,-697.75
1143.5,-928.71,-65.92,-933.59
1143.6,-1021.97,-111.82,-1028.32
1143.7,-865.23,-106.93,-1231.93
1143.8,-870.61,25.39,137.7
1143.9,-860.35,-240.23,-991.7
1144,-955.08,-24.41,-837.4
1144.1,-965.33,29.79,-281.25
1144.2,-915.53,66.89,-741.7
1144.3,-911.13,181.64,-118.16
1144.4,-909.18,-6.35,-394.04
1144.5,-1004.39,-55.18,-532.23
1144.6,-1255.37,192.87,13.67
1144.7,-1089.36,-43.46,-159.67
1144.8,-947.75,-51.27,24.41
1144.9,-724.12,95.7,-166.99
1145,-790.04,-2.93,-183.11
1145.1,-726.56,-13.67,-227.54
1145.2,-872.56,-138.18,-942.38
1145.3,-917.97,-59.57,-482.42
1145.4,-928.22,-167.97,-808.59
1145.5,-1038.57,-52.73,-634.77
1145.6,-1085.45,-39.06,-56.15
1145.7,-1046.39,-6.84,317.87
1145.8,-876.46,-104,-490.23
1145.9,-864.26,-125.49,-676.27
1146,-917.48,-3.91,175.29
1146.1,-869.14,37.11,-117.68
1146.2,-888.67,-250,-776.86
1146.3,-934.08,57.13,46.39
1146.4,-862.3,-32.71,109.86
1146.5,-834.47,78.61,48.34
1146.6,-804.69,121.09,269.53
1146.7,-758.79,57.13,-147.95
1146.8,-800.78,127.44,180.66
1146.9,-880.86,-193.85,-1005.37
1147,-894.53,62.99,363.28
1147.1,-915.53,-102.05,-394.04
1147.2,-928.22,-58.11,-312.01
1147.3,-941.89,-21.48,-383.3
1147.4,-909.67,-16.6,-190.92
1147.5,-984.38,-59.57,-250.98
1147.6,-1097.66,-102.05,-556.15
1147.7,-1017.09,-82.03,-223.63
1147.8,-928.71,-100.59,-158.2
1147.9,-944.34,-120.12,-321.29
1148,-899.9,-79.1,-231.45
1148.1,-939.45,-21,-82.03
1148.2,-990.72,-37.6,-233.89
1148.3,-912.11,-40.53,-238.28
1148.4,-958.01,-112.3,-190.43
1148.5,-955.57,-62.5,-265.14
1148.6,-943.85,55.66,-95.21
1148.7,-915.04,5.86,113.28
1148.8,-788.57,19.53,-48.83
1148.9,-841.31,-82.03,-196.78
1149.1,-956.54,-142.09,-215.33
1149.2,-1070.31,-143.07,-232.91
1149.3,-1020.51,11.72,185.06
1149.4,-1014.16,90.33,63.48
1149.5,-1083.01,-284.18,146.48
1149.6,-870.61,96.68,-5.37
1149.7,-945.31,-79.1,222.66
1149.8,-1021.97,2.44,-106.45
1149.9,-1275.88,-490.23,-472.17
1150,-1094.24,139.65,328.61
1150.1,-997.56,32.23,372.07
1150.2,-938.96,124.02,223.63
1150.3,-912.11,138.18,228.52
1150.4,-945.31,80.08,286.62
1150.5,-1009.77,-28.81,149.41
1150.6,-1027.34,130.37,184.08
1150.7,-945.8,227.05,381.35
1150.8,-1049.32,257.32,295.41
1150.9,-1080.08,241.21,385.74
1151,-1091.31,115.23,146.97
1151.1,-1047.36,2.44,370.61
1151.2,-1141.6,-154.79,-143.55
1151.3,-954.1,37.6,234.86
1151.4,-930.66,129.88,217.29
1151.5,-941.89,-19.53,661.13
1151.6,-1040.53,73.73,463.38
1151.7,-1142.09,61.52,358.89
1151.8,-1206.05,235.35,37.6
1151.9,-1097.17,174.8,340.82
1152,-823.73,375.49,621.58
1152.1,-887.21,259.77,552.73
1152.2,-949.22,206.54,497.07
1152.3,-963.38,-264.65,-1446.78
1152.4,-888.67,-588.38,-659.18
1152.5,-818.85,302.25,1175.78
1152.6,-941.41,-128.42,1111.82
1152.7,-617.68,-776.37,-1392.58
1152.8,-713.87,28.32,295.9
1152.9,-977.54,-178.22,140.14
1153,-1031.74,-207.03,309.08
1153.1,-1095.7,134.28,321.78
1153.2,-1167.97,-172.85,252.44
1153.3,-849.12,258.79,776.86
1153.4,-934.57,18.55,-125
1153.5,-466.31,-0.98,-84.96
1153.6,-964.36,263.18,-393.55
1153.7,-1061.04,-118.16,-108.4
1153.8,-1016.6,-30.76,-188.96
1153.9,-1013.67,59.57,117.19
1154,-936.52,-0.49,52.73
1154.1,-973.14,-104.49,-136.72
1154.3,-996.58,-579.59,-216.8
1154.4,-1021,-426.76,33.69
1154.5,-1100.59,-271.97,-62.5
1154.6,-946.29,-429.69,-194.82
1154.7,-970.21,-217.29,-150.88
1154.8,-690.43,-98.63,-241.7
1154.9,-1032.71,-144.53,-27.83
1155,-935.06,-259.77,-420.9
1155.1,-758.3,-91.8,-126.95
1155.2,-629.88,-215.82,-127.44
1155.3,-696.29,-138.67,-195.8
1155.4,-1206.54,-220.21,-478.52
1155.5,-764.16,-93.26,215.82
1155.6,-1061.04,-168.46,-1075.2
1155.7,-1013.67,38.57,-131.84
1155.8,-1286.13,-18.55,59.57
